MR [2025-05-20 16:13:27] 📊 Starting Mean Reversion BB + RSI Strategy
MR [2025-05-20 16:16:26] 📊 Starting Mean Reversion BB + RSI Strategy
MR [2025-05-20 16:16:27] ❌ Invalid or empty data for MAXHEALTH, skipping.
MR [2025-05-20 16:17:34] 📊 Starting Mean Reversion BB + RSI Strategy
MR [2025-05-20 16:17:40] ❌ Failed to fetch historical data: timed out
MR [2025-05-20 16:19:22] 📊 Starting Mean Reversion BB + RSI Strategy
MR [2025-05-20 16:19:27] MAXHEALTH | Close: 1142.00, RSI: 59.31, BB Lower: 1138.82, BB Upper: 1143.83
MR [2025-05-20 16:38:57] MAXHEALTH | SELL @ 1142.50 | Close: 1142.50, RSI: 72.50, BB Lower: 1138.39, BB Upper: 1141.95 | SL: 1153.92 | Target: 1119.65
MR [2025-05-20 16:38:57] MAXHEALTH | SELL @ 1145.40 | Close: 1145.40, RSI: 85.87, BB Lower: 1137.92, BB Upper: 1144.81 | SL: 1156.85 | Target: 1122.49
MR [2025-05-20 16:38:57] EXIT short MAXHEALTH at 1140.55 | PnL: 0.08%
MR [2025-05-20 16:38:57] MAXHEALTH | SELL @ 1153.60 | Close: 1153.60, RSI: 77.90, BB Lower: 1142.77, BB Upper: 1151.94 | SL: 1165.14 | Target: 1130.53
MR [2025-05-20 16:38:58] SELL trade_signal for MAXHEALTH at 1153.60 | RSI: 77.90
MR [2025-05-20 16:38:58] MAXHEALTH | SELL @ 1155.15 | Close: 1155.15, RSI: 80.70, BB Lower: 1141.93, BB Upper: 1154.11 | SL: 1166.70 | Target: 1132.05
MR [2025-05-20 16:38:58] MAXHEALTH | SELL @ 1158.00 | Close: 1158.00, RSI: 84.83, BB Lower: 1140.66, BB Upper: 1156.84 | SL: 1169.58 | Target: 1134.84
MR [2025-05-20 16:38:59] EXIT short MAXHEALTH at 1151.90 | PnL: 0.15%
MR [2025-05-20 16:38:59] MAXHEALTH | SELL @ 1157.00 | Close: 1157.00, RSI: 71.61, BB Lower: 1151.48, BB Upper: 1156.96 | SL: 1168.57 | Target: 1133.86
MR [2025-05-20 16:39:00] SELL trade_signal for MAXHEALTH at 1157.00 | RSI: 71.61
MR [2025-05-20 16:39:00] MAXHEALTH | SELL @ 1159.20 | Close: 1159.20, RSI: 79.19, BB Lower: 1151.69, BB Upper: 1159.07 | SL: 1170.79 | Target: 1136.02
MR [2025-05-20 16:39:00] MAXHEALTH | SELL @ 1162.95 | Close: 1162.95, RSI: 86.05, BB Lower: 1153.28, BB Upper: 1162.73 | SL: 1174.58 | Target: 1139.69
MR [2025-05-20 16:39:01] EXIT short MAXHEALTH at 1157.90 | PnL: -0.08%
MR [2025-05-20 16:39:01] MAXHEALTH | BUY @ 1155.00 | Close: 1155.00, RSI: 25.74, BB Lower: 1155.71, BB Upper: 1163.09 | SL: 1143.45 | Target: 1178.10
MR [2025-05-20 16:39:01] BUY trade_signal for MAXHEALTH at 1155.00 | RSI: 25.74
MR [2025-05-20 16:39:03] EXIT long MAXHEALTH at 1158.80 | PnL: 0.33%
MR [2025-05-20 16:39:03] MAXHEALTH | SELL @ 1163.25 | Close: 1163.25, RSI: 71.00, BB Lower: 1155.24, BB Upper: 1163.00 | SL: 1174.88 | Target: 1139.98
MR [2025-05-20 16:39:04] SELL trade_signal for MAXHEALTH at 1163.25 | RSI: 71.00
MR [2025-05-20 16:39:04] MAXHEALTH | SELL @ 1165.35 | Close: 1165.35, RSI: 73.94, BB Lower: 1154.30, BB Upper: 1164.90 | SL: 1177.00 | Target: 1142.04
MR [2025-05-20 16:39:04] MAXHEALTH | SELL @ 1168.65 | Close: 1168.65, RSI: 80.48, BB Lower: 1153.00, BB Upper: 1167.37 | SL: 1180.34 | Target: 1145.28
MR [2025-05-20 16:39:04] MAXHEALTH | SELL @ 1185.25 | Close: 1185.25, RSI: 90.07, BB Lower: 1174.71, BB Upper: 1185.01 | SL: 1197.10 | Target: 1161.55
MR [2025-05-20 16:39:04] MAXHEALTH | SELL @ 1187.60 | Close: 1187.60, RSI: 92.86, BB Lower: 1175.04, BB Upper: 1187.54 | SL: 1199.48 | Target: 1163.85
MR [2025-05-20 16:39:05] EXIT short MAXHEALTH at 1179.65 | PnL: -1.41%
MR [2025-05-20 16:39:06] SELL trade_signal for MAXHEALTH at 1182.60 | RSI: 69.51
MR [2025-05-20 16:39:06] MAXHEALTH | SELL @ 1185.85 | Close: 1185.85, RSI: 80.30, BB Lower: 1176.83, BB Upper: 1184.14 | SL: 1197.71 | Target: 1162.13
MR [2025-05-20 16:39:07] EXIT short MAXHEALTH at 1177.95 | PnL: 0.39%
MR [2025-05-20 16:39:07] MAXHEALTH | SELL @ 1178.65 | Close: 1178.65, RSI: 73.52, BB Lower: 1169.62, BB Upper: 1177.78 | SL: 1190.44 | Target: 1155.08
MR [2025-05-20 16:39:09] SELL trade_signal for MAXHEALTH at 1178.65 | RSI: 73.52
MR [2025-05-20 16:39:10] EXIT short MAXHEALTH at 1173.00 | PnL: 0.48%
MR [2025-05-20 16:39:10] MAXHEALTH | BUY @ 1164.30 | Close: 1164.30, RSI: 18.07, BB Lower: 1165.45, BB Upper: 1180.57 | SL: 1152.66 | Target: 1187.59
MR [2025-05-20 16:39:10] BUY trade_signal for MAXHEALTH at 1164.30 | RSI: 18.07
MR [2025-05-20 16:39:10] MAXHEALTH | BUY @ 1162.90 | Close: 1162.90, RSI: 16.09, BB Lower: 1163.02, BB Upper: 1181.62 | SL: 1151.27 | Target: 1186.16
MR [2025-05-20 16:39:11] EXIT long MAXHEALTH at 1155.25 | PnL: -0.78%
MR [2025-05-20 16:39:11] MAXHEALTH | BUY @ 1146.85 | Close: 1146.85, RSI: 25.61, BB Lower: 1147.15, BB Upper: 1157.43 | SL: 1135.38 | Target: 1169.79
MR [2025-05-20 16:39:13] Amar's Mean Reversion Strategy Graceful exit requested.
MR [2025-05-20 16:39:13] ℹ️ No trades found for today. Summary not generated.
